ball_blue,"THIS COLOR IS NOT INCLUDED!",#21abcd,33,171,205
banana_mania,"THIS COLOR IS NOT INCLUDED!",#fae7b5,250,231,181
banana_yellow,"THIS COLOR IS NOT INCLUDED!",#ffe135,255,225,53
barn_red,"THIS COLOR IS NOT INCLUDED!",#7c0a02,124,10,2
battleship_grey,"
1.TYPE OF SOIL:  Peaty soil
A darker soil and feels damp and spongy due to its higher levels of peat.
It is an acidic soil which slows down decomposition and leads to the soil having
fewer nutrients.The main minerals found in the peat soil are clay minerals
(illite, chlorite and kaolinite) and gravel soil minerals(quartz, plagioclase and mica).

GREAT FOR:
Potatoes, Sugar beet, celery, Onions, Carrots, Lettuce and Market garden crops.

SOIL STATUS FOR PEAT SOIL:  FERTILE
--------------------------------------------------------------
2.TYPE OF SOIL:   Sandy Soil
Sand is a naturally occurring granular material composed of finely
divided rock and mineral particles. A soil containing more than 85% sand-sized
particles by mass is called sandy.Sandy soil requires organic amendments such as
glacial rock dust, green sand, kelp meal, or other organic fertilizer blends.
Sandy soils are formed from rock such as shale, granite quartz and limestone.

GREAT FOR:
Carrots, Radishes, Potatoes, Lettuce, Collard greens, Tomatoes, Zucchini,
Corn, Asparagus, Watermelon, Beans, and Cucumber.

SOIL STATUS FOR SANDY SOIL:  DRY",#848482,132,132,130
bazaar,"THIS COLOR IS NOT INCLUDED!",#98777b,152,119,123
beau_blue,"THIS COLOR IS NOT INCLUDED!",#bcd4e6,188,212,230
beaver,"
1.TYPE OF SOIL: Clay Soil
Feels lumpy and is sticky when wet and rock hard when dry. Clay soil is
poor at draining and has few air spaces.Clay minerals are composed essentially
of silica, alumina or magnesia or both, and water, but iron substitutes for
aluminum and magnesium in varying degrees, and appreciable quantities of potassium,
sodium, and calcium are frequently present as well.

GREAT FOR:
Broccoli, Brussels sprouts, Cabbage (red and green), Cabbage (Napa and savoy),
Cauliflower, Kale, Bean, Pea, Potato and Daikon radish.

SOIL STATUS FOR CLAY SOIL: DRY

-------------------------------------------------------------
2.TYPE OF SOIL: Sandy Soil
Sand is a naturally occurring granular material composed of finely
divided rock and mineral particles. A soil containing more than 85% sand-sized
particles by mass is called sandy.Sandy soil requires organic amendments such as
glacial rock dust, green sand, kelp meal, or other organic fertilizer blends.
Sandy soils are formed from rock such as shale, granite quartz and limestone.

GREAT FOR:
Carrots, Radishes, Potatoes, Lettuce, Collard greens, Tomatoes, Zucchini,
Corn, Asparagus, Watermelon, Beans, and Cucumber.

SOIL STATUS FOR SANDY SOIL:  FERTILE
------------------------------------------------------------
3.TYPE OF SOIL:  Peaty Soil
A darker soil and feels damp and spongy due to its higher levels of peat.
It is an acidic soil which slows down decomposition and leads to the soil having
fewer nutrients.The main minerals found in the peat soil are clay minerals
(illite, chlorite and kaolinite) and gravel soil minerals(quartz, plagioclase and mica).

GREAT FOR:
Potatoes, Sugar beet, celery, Onions, Carrots, Lettuce and Market garden crops.

SOIL STATUS FOR PEAT SOIL:  DRY",#9f8170,159,129,112
beige,"THIS COLOR IS NOT INCLUDED!",#f5f5dc,245,245,220
big_dip_o_ruby,"THIS COLOR IS NOT INCLUDED!",#9c2542,156,37,66
bisque,"THIS COLOR IS NOT INCLUDED!",#ffe4c4,255,228,196
bistre,"
1.TYPE OF SOIL: Loamy Soil
A relatively even mix of sand, silt and clay, feels fine-textured and
slightly damp. It has ideal characteristics for gardening, lawns and shrubs. Loamy
soil has great structure, adequate drainage, is moisture retaining, full of nutrients,
easily cultivated and it warms up quickly in spring, but doesn't dry out quickly in
summer. Loamy soils require replenishing with organic matter regularly, and tend to be acidic.

GREAT FOR:
Beans & Peas,Okra,Eggplant,Tomato,Dragon Fruit,Prickly Pear,Pomegranate and Fig.

SOIL STATUS FOR LOAM SOIL:   FERTILE
-------------------------------------------------------------
2.TYPE OF SOIL:  Peaty Soil
A darker soil and feels damp and spongy due to its higher levels of peat.
It is an acidic soil which slows down decomposition and leads to the soil having
fewer nutrients.The main minerals found in the peat soil are clay minerals
(illite, chlorite and kaolinite) and gravel soil minerals(quartz, plagioclase and mica).

GREAT FOR:
Potatoes, Sugar beet, celery, Onions, Carrots, Lettuce and Market garden crops.

SOIL STATUS FOR PEAT SOIL:  FERTILE
------------------------------------------------------------
3.TYPE OF SOIL: Sandy Soil
Sand is a naturally occurring granular material composed of finely
divided rock and mineral particles. A soil containing more than 85% sand-sized
particles by mass is called sandy.Sandy soil requires organic amendments such as
glacial rock dust, green sand, kelp meal, or other organic fertilizer blends.
Sandy soils are formed from rock such as shale, granite quartz and limestone.

GREAT FOR:
Carrots, Radishes, Potatoes, Lettuce, Collard greens, Tomatoes, Zucchini,
Corn, Asparagus, Watermelon, Beans, and Cucumber.

SOIL STATUS FOR SANDY SOIL: FERTILE",#3d2b1f,61,43,31
bittersweet_shimmer,"THIS COLOR IS NOT INCLUDED!",#bf4f51,191,79,81
black,"THIS COLOR IS NOT INCLUDED!",#000,0,0,0
black_bean,"THIS COLOR IS NOT INCLUDED!",#3d0c02,61,12,2
black_leather_jacket,"
1.TYPE OF SOIL: Loamy Soil
A relatively even mix of sand, silt and clay, feels fine-textured and
slightly damp. It has ideal characteristics for gardening, lawns and shrubs. Loamy
soil has great structure, adequate drainage, is moisture retaining, full of nutrients,
easily cultivated and it warms up quickly in spring, but doesn't dry out quickly in
summer. Loamy soils require replenishing with organic matter regularly, and tend to be acidic.

GREAT FOR:
Beans & Peas,Okra,Eggplant,Tomato,Dragon Fruit,Prickly Pear,Pomegranate and Fig.

SOIL STATUS FOR LOAM SOIL:  DRY
-----------------------------------------------------------
2.TYPE OF SOIL: Peaty Soil
A darker soil and feels damp and spongy due to its higher levels of peat.
It is an acidic soil which slows down decomposition and leads to the soil having
fewer nutrients.The main minerals found in the peat soil are clay minerals
(illite, chlorite and kaolinite) and gravel soil minerals(quartz, plagioclase and mica).

GREAT FOR:
Potatoes, Sugar beet, celery, Onions, Carrots, Lettuce and Market garden crops.

SOIL STATUS FOR PEAT SOIL:  DRY",#253529,37,53,41
black_olive,"
1.TYPE OF SOIL:   Peaty Soil
A darker soil and feels damp and spongy due to its higher levels of peat.
It is an acidic soil which slows down decomposition and leads to the soil having
fewer nutrients.The main minerals found in the peat soil are clay minerals
(illite, chlorite and kaolinite) and gravel soil minerals(quartz, plagioclase and mica).

GREAT FOR:
Potatoes, Sugar beet, celery, Onions, Carrots, Lettuce and Market garden crops.

SOIL STATUS OF PEAT SOIL:  FERTILE
------------------------------------------------------------
2.TYPE OF SOIL: Loamy Soil
A relatively even mix of sand, silt and clay, feels fine-textured and
slightly damp. It has ideal characteristics for gardening, lawns and shrubs. Loamy
soil has great structure, adequate drainage, is moisture retaining, full of nutrients,
easily cultivated and it warms up quickly in spring, but doesn't dry out quickly in
summer. Loamy soils require replenishing with organic matter regularly, and tend to be acidic.

GREAT FOR:
Beans & Peas,Okra,Eggplant,Tomato,Dragon Fruit,Prickly Pear,Pomegranate and Fig.

SOIL STATUS FOR LOAM SOIL:  DRY",#3b3c36,59,60,54
blanched_almond,"THIS COLOR IS NOT INCLUDED!",#ffebcd,255,235,205
blast_off_bronze,"THIS COLOR IS NOT INCLUDED!",#a57164,165,113,100
bleu_de_france,"THIS COLOR IS NOT INCLUDED!",#318ce7,49,140,231
blizzard_blue,"THIS COLOR IS NOT INCLUDED!",#ace5ee,172,229,238
blond,"THIS COLOR IS NOT INCLUDED!",#faf0be,250,240,190
blue,"THIS COLOR IS NOT INCLUDED!",#00f,0,0,255
blue_bell,"THIS COLOR IS NOT INCLUDED!",#a2a2d0,162,162,208
blue_crayola,"THIS COLOR IS NOT INCLUDED!",#1f75fe,31,117,254
blue_gray,"THIS COLOR IS NOT INCLUDED!",#69c,102,153,204
blue_green,"THIS COLOR IS NOT INCLUDED!",#0d98ba,13,152,186
blue_munsell,"THIS COLOR IS NOT INCLUDED!",#0093af,0,147,175
blue_ncs,"THIS COLOR IS NOT INCLUDED!",#0087bd,0,135,189
blue_pigment,"THIS COLOR IS NOT INCLUDED!",#339,51,51,153
blue_ryb,"THIS COLOR IS NOT INCLUDED!",#0247fe,2,71,254
blue_sapphire,"THIS COLOR IS NOT INCLUDED!",#126180,18,97,128
blue_violet,"THIS COLOR IS NOT INCLUDED!",#8a2be2,138,43,226
blush,"THIS COLOR IS NOT INCLUDED!",#de5d83,222,93,131
bole,"THIS COLOR IS NOT INCLUDED!",#79443b,121,68,59
bondi_blue,"THIS COLOR IS NOT INCLUDED!",#0095b6,0,149,182
bone,"THIS COLOR IS NOT INCLUDED!",#e3dac9,227,218,201
boston_university_red,"THIS COLOR IS NOT INCLUDED!",#c00,204,0,0
bottle_green,"THIS COLOR IS NOT INCLUDED!",#006a4e,0,106,78
boysenberry,"THIS COLOR IS NOT INCLUDED!",#873260,135,50,96
brandeis_blue,"THIS COLOR IS NOT INCLUDED!",#0070ff,0,112,255
brass,"THIS COLOR IS NOT INCLUDED!",#b5a642,181,166,66
brick_red,"THIS COLOR IS NOT INCLUDED!",#cb4154,203,65,84
bright_cerulean,"THIS COLOR IS NOT INCLUDED!",#1dacd6,29,172,214
bright_green,"THIS COLOR IS NOT INCLUDED!",#6f0,102,255,0
bright_lavender,"THIS COLOR IS NOT INCLUDED!",#bf94e4,191,148,228
bright_maroon,"THIS COLOR IS NOT INCLUDED!",#c32148,195,33,72
bright_pink,"THIS COLOR IS NOT INCLUDED!",#ff007f,255,0,127
bright_turquoise,"THIS COLOR IS NOT INCLUDED!",#08e8de,8,232,222
bright_ube,"THIS COLOR IS NOT INCLUDED!",#d19fe8,209,159,232
brilliant_lavender,"THIS COLOR IS NOT INCLUDED!",#f4bbff,244,187,255
brilliant_rose,"THIS COLOR IS NOT INCLUDED!",#ff55a3,255,85,163
brink_pink,"THIS COLOR IS NOT INCLUDED!",#fb607f,251,96,127
british_racing_green,"THIS COLOR IS NOT INCLUDED!",#004225,0,66,37
bronze,"THIS COLOR IS NOT INCLUDED!",#cd7f32,205,127,50
brown_traditional,"THIS COLOR IS NOT INCLUDED!",#964b00,150,75,0
brown_web,"THIS COLOR IS NOT INCLUDED!",#a52a2a,165,42,42
bubble_gum,"THIS COLOR IS NOT INCLUDED!",#ffc1cc,255,193,204
bubbles,"THIS COLOR IS NOT INCLUDED!",#e7feff,231,254,255
buff,"THIS COLOR IS NOT INCLUDED!",#f0dc82,240,220,130
bulgarian_rose,"THIS COLOR IS NOT INCLUDED!",#480607,72,6,7
burgundy,"THIS COLOR IS NOT INCLUDED!",#800020,128,0,32
burlywood,"
1.TYPE OF SOIL: Clay Soil
Feels lumpy and is sticky when wet and rock hard when dry. Clay soil is
poor at draining and has few air spaces.Clay minerals are composed essentially
of silica, alumina or magnesia or both, and water, but iron substitutes for
aluminum and magnesium in varying degrees, and appreciable quantities of potassium,
sodium, and calcium are frequently present as well.

GREAT FOR:
Broccoli, Brussels sprouts, Cabbage (red and green), Cabbage (Napa and savoy),
Cauliflower, Kale, Bean, Pea, Potato and Daikon radish.

SOIL STATUS FOR CLAY SOIL:  DRY
-----------------------------------------------------------
2.TYPE OF SOIL: Loamy Soil
A relatively even mix of sand, silt and clay, feels fine-textured and
slightly damp. It has ideal characteristics for gardening, lawns and shrubs. Loamy
soil has great structure, adequate drainage, is moisture retaining, full of nutrients,
easily cultivated and it warms up quickly in spring, but doesn't dry out quickly in
summer. Loamy soils require replenishing with organic matter regularly, and tend to be acidic.

GREAT FOR:
Beans & Peas,Okra,Eggplant,Tomato,Dragon Fruit,Prickly Pear,Pomegranate and Fig.

SOIL STATUS FOR LOAM SOIL:  DRY",#deb887,222,184,135
burnt_orange,"THIS COLOR IS NOT INCLUDED!",#c50,204,85,0
burnt_sienna,"THIS COLOR IS NOT INCLUDED!",#e97451,233,116,81
burnt_umber,"THIS COLOR IS NOT INCLUDED!",#8a3324,138,51,36
byzantine,"THIS COLOR IS NOT INCLUDED!",#bd33a4,189,51,164
byzantium,"THIS COLOR IS NOT INCLUDED!",#702963,112,41,99
cadet,"THIS COLOR IS NOT INCLUDED!",#536872,83,104,114
cadet_blue,"THIS COLOR IS NOT INCLUDED!",#5f9ea0,95,158,160
cadet_grey,"THIS COLOR IS NOT INCLUDED!",#91a3b0,145,163,176
cadmium_green,"THIS COLOR IS NOT INCLUDED!",#006b3c,0,107,60
cadmium_orange,"THIS COLOR IS NOT INCLUDED!",#ed872d,237,135,45
cadmium_red,"THIS COLOR IS NOT INCLUDED!",#e30022,227,0,34
cadmium_yellow,"THIS COLOR IS NOT INCLUDED!",#fff600,255,246,0
caf_au_lait,"THIS COLOR IS NOT INCLUDED!",#a67b5b,166,123,91
caf_noir,"
1.TYPE OF SOIL: Loamy Soil
A relatively even mix of sand, silt and clay, feels fine-textured and
slightly damp. It has ideal characteristics for gardening, lawns and shrubs. Loamy
soil has great structure, adequate drainage, is moisture retaining, full of nutrients,
easily cultivated and it warms up quickly in spring, but doesn't dry out quickly in
summer. Loamy soils require replenishing with organic matter regularly, and tend to be acidic.

GREAT FOR:
Beans & Peas,Okra,Eggplant,Tomato,Dragon Fruit,Prickly Pear,Pomegranate and Fig.

SOIL STATUS FOR LOAM SOIL:  FERTILE
----------------------------------------------------------
2.TYPE OF SOIL: Peaty Soil
A darker soil and feels damp and spongy due to its higher levels of peat.
It is an acidic soil which slows down decomposition and leads to the soil having
fewer nutrients.The main minerals found in the peat soil are clay minerals
(illite, chlorite and kaolinite) and gravel soil minerals(quartz, plagioclase and mica).

GREAT FOR:
Potatoes, Sugar beet, celery, Onions, Carrots, Lettuce and Market garden crops.

SOIL STATUS FOR PEAT SOIL:  FERTILE",#4b3621,75,54,33
cal_poly_green,"THIS COLOR IS NOT INCLUDED!",#1e4d2b,30,77,43
cambridge_blue,"THIS COLOR IS NOT INCLUDED!",#a3c1ad,163,193,173
camel,"THIS COLOR IS NOT INCLUDED!",#c19a6b,193,154,107
cameo_pink,"THIS COLOR IS NOT INCLUDED!",#efbbcc,239,187,204
camouflage_green,"
1.TYPE OF SOIL:  Peaty Soil
A darker soil and feels damp and spongy due to its higher levels of peat.
It is an acidic soil which slows down decomposition and leads to the soil having
fewer nutrients.The main minerals found in the peat soil are clay minerals
(illite, chlorite and kaolinite) and gravel soil minerals(quartz, plagioclase and mica).

GREAT FOR:
Potatoes, Sugar beet, celery, Onions, Carrots, Lettuce and Market garden crops.

SOIL STATUS FOR PEAT SOIL:  DRY",#78866b,120,134,107
canary_yellow,"THIS COLOR IS NOT INCLUDED!",#ffef00,255,239,0
candy_apple_red,"THIS COLOR IS NOT INCLUDED!",#ff0800,255,8,0
candy_pink,"THIS COLOR IS NOT INCLUDED!",#e4717a,228,113,122
capri,"THIS COLOR IS NOT INCLUDED!",#00bfff,0,191,255
caput_mortuum,"THIS COLOR IS NOT INCLUDED!",#592720,89,39,32
cardinal,"THIS COLOR IS NOT INCLUDED!",#c41e3a,196,30,58
caribbean_green,"THIS COLOR IS NOT INCLUDED!",#0c9,0,204,153
carmine,"THIS COLOR IS NOT INCLUDED!",#960018,150,0,24
carmine_m_p,"THIS COLOR IS NOT INCLUDED!",#d70040,215,0,64
carmine_pink,"THIS COLOR IS NOT INCLUDED!",#eb4c42,235,76,66
carmine_red,"THIS COLOR IS NOT INCLUDED!",#ff0038,255,0,56
carnation_pink,"THIS COLOR IS NOT INCLUDED!",#ffa6c9,255,166,201
carnelian,"THIS COLOR IS NOT INCLUDED!",#b31b1b,179,27,27
carolina_blue,"THIS COLOR IS NOT INCLUDED!",#99badd,153,186,221
carrot_orange,"THIS COLOR IS NOT INCLUDED!",#ed9121,237,145,33
catalina_blue,"THIS COLOR IS NOT INCLUDED!",#062a78,6,42,120
ceil,"THIS COLOR IS NOT INCLUDED!",#92a1cf,146,161,207
celadon,"THIS COLOR IS NOT INCLUDED!",#ace1af,172,225,175
celadon_blue,"THIS COLOR IS NOT INCLUDED!",#007ba7,0,123,167
celadon_green,"THIS COLOR IS NOT INCLUDED!",#2f847c,47,132,124
celeste_colour,"THIS COLOR IS NOT INCLUDED!",#b2ffff,178,255,255
celestial_blue,"THIS COLOR IS NOT INCLUDED!",#4997d0,73,151,208
cerise,"THIS COLOR IS NOT INCLUDED!",#de3163,222,49,99
cerise_pink,"THIS COLOR IS NOT INCLUDED!",#ec3b83,236,59,131
cerulean,"THIS COLOR IS NOT INCLUDED!",#007ba7,0,123,167
cerulean_blue,"THIS COLOR IS NOT INCLUDED!",#2a52be,42,82,190
cerulean_frost,"THIS COLOR IS NOT INCLUDED!",#6d9bc3,109,155,195
cg_blue,"THIS COLOR IS NOT INCLUDED!",#007aa5,0,122,165
cg_red,"THIS COLOR IS NOT INCLUDED!",#e03c31,224,60,49
chamoisee,"
1.TYPE OF SOIL: Clay Soil
Feels lumpy and is sticky when wet and rock hard when dry. Clay soil is
poor at draining and has few air spaces.Clay minerals are composed essentially
of silica, alumina or magnesia or both, and water, but iron substitutes for
aluminum and magnesium in varying degrees, and appreciable quantities of potassium,
sodium, and calcium are frequently present as well.

GREAT FOR:
Broccoli, Brussels sprouts, Cabbage (red and green), Cabbage (Napa and savoy),
Cauliflower, Kale, Bean, Pea, Potato and Daikon radish.

SOIL STATUS FOR CLAY SOIL:  DRY
-------------------------------------------------------------
2.TYPE OF SOIL:  Peaty Soil
A darker soil and feels damp and spongy due to its higher levels of peat.
It is an acidic soil which slows down decomposition and leads to the soil having
fewer nutrients.The main minerals found in the peat soil are clay minerals
(illite, chlorite and kaolinite) and gravel soil minerals(quartz, plagioclase and mica).

GREAT FOR:
Potatoes, Sugar beet, celery, Onions, Carrots, Lettuce and Market garden crops.

SOIL STATUS FOR PEAT SOIL:  DRY
---------------------------------------------------------
3.TYPE OF SOIL:  Sandy Soil
Sand is a naturally occurring granular material composed of finely
divided rock and mineral particles. A soil containing more than 85% sand-sized
particles by mass is called sandy.Sandy soil requires organic amendments such as
glacial rock dust, green sand, kelp meal, or other organic fertilizer blends.
Sandy soils are formed from rock such as shale, granite quartz and limestone.

GREAT FOR:
Carrots, Radishes, Potatoes, Lettuce, Collard greens, Tomatoes, Zucchini,
Corn, Asparagus, Watermelon, Beans, and Cucumber.

SOIL STATUS FOR SANDY SOIL:  FERTILE",#a0785a,160,120,90
champagne,"THIS COLOR IS NOT INCLUDED!",#fad6a5,250,214,165
charcoal,"THIS COLOR IS NOT INCLUDED!",#36454f,54,69,79
charm_pink,"THIS COLOR IS NOT INCLUDED!",#e68fac,230,143,172
chartreuse_traditional,"THIS COLOR IS NOT INCLUDED!",#dfff00,223,255,0
chartreuse_web,"THIS COLOR IS NOT INCLUDED!",#7fff00,127,255,0
cherry,"THIS COLOR IS NOT INCLUDED!",#de3163,222,49,99
cherry_blossom_pink,"THIS COLOR IS NOT INCLUDED!",#ffb7c5,255,183,197
chestnut,"THIS COLOR IS NOT INCLUDED!",#cd5c5c,205,92,92
china_pink,"THIS COLOR IS NOT INCLUDED!",#de6fa1,222,111,161
china_rose,"THIS COLOR IS NOT INCLUDED!",#a8516e,168,81,110
chinese_red,"THIS COLOR IS NOT INCLUDED!",#aa381e,170,56,30
chocolate_traditional,"THIS COLOR IS NOT INCLUDED!",#7b3f00,123,63,0
chocolate_web,"THIS COLOR IS NOT INCLUDED!",#d2691e,210,105,30
chrome_yellow,"THIS COLOR IS NOT INCLUDED!",#ffa700,255,167,0
cinereous,"
1.TYPE OF SOIL: Clay Soil
Feels lumpy and is sticky when wet and rock hard when dry. Clay soil is
poor at draining and has few air spaces.Clay minerals are composed essentially
of silica, alumina or magnesia or both, and water, but iron substitutes for
aluminum and magnesium in varying degrees, and appreciable quantities of potassium,
sodium, and calcium are frequently present as well.

GREAT FOR:
Broccoli, Brussels sprouts, Cabbage (red and green), Cabbage (Napa and savoy),
Cauliflower, Kale, Bean, Pea, Potato and Daikon radish.

SOIL STATUS FOR CLAY SOIL: DRY
-------------------------------------------------------------
2.TYPE OF SOIL:  Loamy Soil
A relatively even mix of sand, silt and clay, feels fine-textured and
slightly damp. It has ideal characteristics for gardening, lawns and shrubs. Loamy
soil has great structure, adequate drainage, is moisture retaining, full of nutrients,
easily cultivated and it warms up quickly in spring, but doesn't dry out quickly in
summer. Loamy soils require replenishing with organic matter regularly, and tend to be acidic.

GREAT FOR:
Beans & Peas,Okra,Eggplant,Dragon Fruit,Pomegranate and Fig.

SOIL STATUS FOR LOAM SOIL:  DRY
--------------------------------------------------------------
3.TYPE OF SOIL:  Peaty Soil
A darker soil and feels damp and spongy due to its higher levels of peat.
It is an acidic soil which slows down decomposition and leads to the soil having
fewer nutrients.The main minerals found in the peat soil are clay minerals
(illite, chlorite and kaolinite) and gravel soil minerals(quartz, plagioclase and mica).

GREAT FOR:
Potatoes, Sugar beet, celery, Onions, Carrots, Lettuce and Market garden crops.

SOIL STATUS FOR PEAT SOIL:  DRY
-------------------------------------------------------------
4.TYPE OF SOIL: Sandy Soil
Sand is a naturally occurring granular material composed of finely
divided rock and mineral particles. A soil containing more than 85% sand-sized
particles by mass is called sandy.Sandy soil requires organic amendments such as
glacial rock dust, green sand, kelp meal, or other organic fertilizer blends.
Sandy soils are formed from rock such as shale, granite quartz and limestone.

GREAT FOR:
Carrots, Radishes, Potatoes, Lettuce, Collard greens, Tomatoes, Zucchini,
Corn, Asparagus, Watermelon, Beans, and Cucumber.

SOIL STATUS FOR SANDY SOIL:  DRY",#98817b,152,129,123
cinnabar,"THIS COLOR IS NOT INCLUDED!",#e34234,227,66,52
cinnamon,"THIS COLOR IS NOT INCLUDED!",#d2691e,210,105,30
citrine,"THIS COLOR IS NOT INCLUDED!",#e4d00a,228,208,10
classic_rose,"THIS COLOR IS NOT INCLUDED!",#fbcce7,251,204,231
cobalt,"THIS COLOR IS NOT INCLUDED!",#0047ab,0,71,171
cocoa_brown,"THIS COLOR IS NOT INCLUDED!",#d2691e,210,105,30
